焼き餃子６個入り,298円（税込321.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103171/2051CDCCEFE694E5A71E49FC2B546A56.jpg,https://www.sej.co.jp/products/a/item/103171/,336kcal,12.5g,12.1g,45.5g,43.0g,2.5g,2.1g
ねぎ盛り焼豚,328円（税込354.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/100426/67ADBD0C907AD101E3A472B2023C356D.jpg,https://www.sej.co.jp/products/a/item/100426/,351kcal,14.8g,29.6g,6.7g,5.8g,0.9g,1.1g
コク旨肉味噌のピリ辛麻婆茄子,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102323/6A3EEDDC5F3E2E9EBAB78F3731847D57.jpg,https://www.sej.co.jp/products/a/item/102323/,190kcal,4.8g,11.1g,20.0g,15.2g,4.8g,2.6g
たんぱく質が摂れるレバニラ炒め,360円（税込388.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/104392/198F8B22DC0CF305FB35F675B29CB68A.jpg,https://www.sej.co.jp/products/a/item/104392/,221kcal,20.8g,9.4g,14.0g,12.4g,1.6g,3.4g
７Ｐ鉄板焼きハンバーグ和風おろしソース,278円（税込300.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/105889/9C86A6043E88B225FACBC593D970B257.jpg,https://www.sej.co.jp/products/a/item/105889/,262kcal,13.3g,15.4g,18.2g,16.9g,1.3g,2.5g
７プレミアム赤魚の煮付,288円（税込311.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/107311/B1900C73E3679889752280DEE806F89F.jpg,https://www.sej.co.jp/products/a/item/107311/,153kcal,25.6g,3.2g,5.5g,5.5g,0.0g,1.7g
７プレミアムゴールド金のビーフカレー,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102232/29C092A46A6E7B8EDB3E9C6F200F08C6.jpg,https://www.sej.co.jp/products/a/item/102232/,371kcal,15.3g,27.7g,17.2g,12.9g,4.3g,2.8g
肉野菜炒め青森県産地養豚使用,358円（税込386.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101746/053DE96B30F66EB66A33DC4470450191.jpg,https://www.sej.co.jp/products/a/item/101746/,187kcal,10.0g,8.7g,20.1g,14.4g,5.7g,3.1g
レバニラ,370円（税込399.60円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/100358/EABF48566724EF3E0581D02BB5D8491D.jpg,https://www.sej.co.jp/products/a/item/100358/,271kcal,25.0g,13.5g,13.3g,11.3g,2.0g,3.4g
ソーセージとポテトのマヨネーズ焼き,380円（税込410.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/106880/D1A3F18547BE54C73DEA0D4618512038.jpg,https://www.sej.co.jp/products/a/item/106880/,617kcal,13.1g,52.5g,24.5g,21.5g,3.0g,2g
広島県産小松菜使用甘辛玉子炒め,388円（税込419.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/104906/9B745F6610B73445EF2C628FC3EB9F67.jpg,https://www.sej.co.jp/products/a/item/104906/,383kcal,14.3g,30.5g,13.9g,11.9g,2.0g,2.9g
７プレミアムほっけの塩焼,338円（税込365.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/100997/490E03F72B42AFE5ACDA745F96D7EC86.jpg,https://www.sej.co.jp/products/a/item/100997/,103kcal,19.5g,2.0g,1.8g,1.8g,0.0g,1.7g
７プレミアムさばの塩焼,368円（税込397.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101467/16BA0810BDBE107EE0034B9F7C37EDF6.jpg,https://www.sej.co.jp/products/a/item/101467/,283kcal,16.2g,24.2g,0.0g,0.0g,0.0g,1.3g
７プレミアム味付き半熟とろっとゆでたまご２個,250円（税込270円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/106362/0025430A7A1205F983A00FDAABF291F7.jpg,https://www.sej.co.jp/products/a/item/106362/,65kcal,5.9g,4.4g,0.6g,0.5g,0.1g,0.5g
鶏の炭火焼（柚子こしょう付）,408円（税込440.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/104051/506630E072E1D12C56602F4751AD2955.jpg,https://www.sej.co.jp/products/a/item/104051/,215kcal,26.8g,11.9g,0.2g,0.0g,0.2g,2.1g
北海道産じゃがいものチーズ焼き,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103060/2BFF90061DA3FD994D7403B2DEEC4B91.jpg,https://www.sej.co.jp/products/a/item/103060/,263kcal,11.5g,8.7g,36.3g,33.1g,3.2g,1.3g
じゃがバター,198円（税込213.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103164/8C5B3C8DCF40BA07699E675BB1E8936E.jpg,https://www.sej.co.jp/products/a/item/103164/,87kcal,1.9g,2.2g,16.1g,13.7g,2.4g,0.45g
７プレミアム野菜豆,168円（税込181.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/100433/E5A824CE572054DB961510A603FEFB11.jpg,https://www.sej.co.jp/products/a/item/100433/,75kcal,4.2g,2.0g,12.8g,7.5g,5.3g,0.8g
たんぱく質が摂れる道産豚レバー,308円（税込332.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/106791/D14EC1BB72C37D7E6311D4C34AD6E5D9.jpg,https://www.sej.co.jp/products/a/item/106791/,335kcal,30.7g,13.7g,23.0g,21.6g,1.4g,2.7g
旨辛スンドゥブ,358円（税込386.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101294/BCFD1541474A382AAC2290AD98C7A66B.jpg,https://www.sej.co.jp/products/a/item/101294/,198kcal,14.2g,13.1g,7.5g,4.2g,3.3g,2.7g
７プレミアムさばの塩焼,368円（税込397.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102687/25B3F44B3C00AF3C090AB5AC08809FE1.jpg,https://www.sej.co.jp/products/a/item/102687/,283kcal,16.2g,24.2g,0.0g,0.0g,0.0g,1.3g
７プレミアム半熟煮たまご２個入,218円（税込235.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101105/5AC90C64E0C82ACFD8B60CF0619ECA79.jpg,https://www.sej.co.jp/products/a/item/101105/,76kcal,7.4g,4.5g,1.6g,1.4g,0.2g,0.6g
和風玉葱ソースのハンバーグ,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/106037/F4D2D3B4F4D34C683C09C18C9F42EEF6.jpg,https://www.sej.co.jp/products/a/item/106037/,401kcal,16.7g,17.1g,46.9g,43.1g,3.8g,3.7g
トムヤムクン春雨入り,358円（税込386.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103089/6E8A035813A3C6BDD59DAA90AE8B7D9C.jpg,https://www.sej.co.jp/products/a/item/103089/,157kcal,8.4g,7.1g,16.0g,13.6g,2.4g,3.2g
７プレミアムトマトクリームスープ,238円（税込257.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/100930/C319BBAD28D3EF7FA3B402434A8D95BC.jpg,https://www.sej.co.jp/products/a/item/100930/,133kcal,2.8g,7.1g,15.4g,13.3g,2.1g,2.3g
焼き餃子,298円（税込321.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103090/CDC7CF57369432AFBC4E2A6F4B98812D.jpg,https://www.sej.co.jp/products/a/item/103090/,380kcal,12.6g,19.3g,40.3g,37.8g,2.5g,2.4g
ひとくち焼きいもバター,248円（税込267.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103165/C9928AB21912A6E4867E18FEC65409F3.jpg,https://www.sej.co.jp/products/a/item/103165/,234kcal,2.6g,3.4g,50.0g,46.4g,3.6g,0.08g
シビれる辛さＷ麻婆麻婆豆腐・麻婆春雨,438円（税込473.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/107327/A0509B57E5EE5F6DA09E19804FCF49FF.jpg,https://www.sej.co.jp/products/a/item/107327/,354kcal,13.0g,17.1g,39.0g,34.9g,4.1g,6g
期間限定にんにく＆黒胡椒餃子,298円（税込321.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101812/DBB0A609563CD2263B639EF925AAE8FF.jpg,https://www.sej.co.jp/products/a/item/101812/,381kcal,11.9g,17.9g,44.5g,41.4g,3.1g,2.5g
７プレミアムほっけの塩焼,338円（税込365.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102163/18A0EE133FDB72D1EC8C6649CEA0FB93.jpg,https://www.sej.co.jp/products/a/item/102163/,103kcal,19.5g,2.0g,1.8g,1.8g,0.0g,1.7g
レンジで仕上げる豚キムチ,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103101/474C93EBEB6E9F1559696990DF4F2CDC.jpg,https://www.sej.co.jp/products/a/item/103101/,225kcal,8.6g,14.0g,18.3g,14.0g,4.3g,2.5g
ジャークチキン,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/100389/D5017D5450AAA32F385CF76C4684C26E.jpg,https://www.sej.co.jp/products/a/item/100389/,233kcal,23.6g,12.1g,8.2g,6.8g,1.4g,1.8g
ガーリックトマト仕立てポテト＆ソーセージ,388円（税込419.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/100824/EF294FCD40127FBBCD80121121743253.jpg,https://www.sej.co.jp/products/a/item/100824/,274kcal,10.6g,13.5g,31.2g,23.9g,7.3g,2.3g
７プレミアム栗と６種具材入り濃厚な茶わんむし１６０ｇ,258円（税込278.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/105537/AA3A82C3C07E30245AC80CD47DFF739A.jpg,https://www.sej.co.jp/products/a/item/105537/,104kcal,6.5g,3.4g,11.4g,10.7g,0.7g,1.3g
７プレミアム茶碗蒸し,258円（税込278.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103677/E1CFF01CE61EFDBD88DABB321F9BA525.jpg,https://www.sej.co.jp/products/a/item/103677/,83kcal,7.6g,4.4g,3.7g,3.0g,0.7g,2.1g
鶏の炭火焼（柚子こしょう付）,390円（税込421.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103413/355E7D8DBFD29DBEC8710090BDA7C2C5.jpg,https://www.sej.co.jp/products/a/item/103413/,245kcal,25.5g,15.7g,0.4g,0.3g,0.1g,2.3g
７プレミアムあじの塩焼,268円（税込289.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103679/E242E97551963B0283122E97A7E60E5A.jpg,https://www.sej.co.jp/products/a/item/103679/,156kcal,18.7g,9.0g,0.1g,0.1g,0.0g,0.59g
７プレミアム大根おろし,148円（税込159.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/106611/AC17D7174E83B2577A94479E2FB01D8D.jpg,https://www.sej.co.jp/products/a/item/106611/,27kcal,0.3g,0.1g,6.9g,5.5g,1.4g,0.17g
香ばし炭火焼き豚ロース,358円（税込386.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103229/197B3EDC5099351C8FFB7E6249A7711D.jpg,https://www.sej.co.jp/products/a/item/103229/,286kcal,18.8g,14.4g,20.6g,19.8g,0.8g,2.7g
丸かじりチキボンとポテトのチーズ焼き,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103141/323C1BF33D505778634F8E364C4B4BC1.jpg,https://www.sej.co.jp/products/a/item/103141/,324kcal,14.6g,16.2g,31.6g,28.1g,3.5g,2.5g
７プレミアム鶏中華かゆ,278円（税込300.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103391/F666C36DFF210A0177EEE750F907D4F7.jpg,https://www.sej.co.jp/products/a/item/103391/,135kcal,10.5g,2.6g,17.9g,16.8g,1.1g,1.7g
７プレミアム銀鮭の塩焼切落し,328円（税込354.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/105472/822E7A6932245EC4D8353057477CE831.jpg,https://www.sej.co.jp/products/a/item/105472/,205kcal,14.9g,16.1g,0.1g,0.1g,0.0g,1.6g
７プレミアム国産豚もつ煮込み,298円（税込321.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/105473/C6EB973AD742EB3C2CAEFB7043E4FB1D.jpg,https://www.sej.co.jp/products/a/item/105473/,198kcal,15.4g,12.5g,6.8g,N/A,N/A,3.2g
たんぱく質が摂れる砂肝の黒胡椒焼き,350円（税込378円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103116/144F969552C8481A23E0A41289367C24.jpg,https://www.sej.co.jp/products/a/item/103116/,144kcal,25.2g,4.0g,1.9g,1.7g,0.2g,1.9g
７プレミアムきんぴらごぼう,138円（税込149.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102916/F28FEB5F217929FD973A7DA0620D42BE.jpg,https://www.sej.co.jp/products/a/item/102916/,96kcal,1.7g,3.1g,17.2g,13.6g,3.6g,0.67g
７プレミアムゴールド金の銀だらの西京焼,498円（税込537.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101460/4FEE30376D5A86C5EEEBC1486F7D1C02.jpg,https://www.sej.co.jp/products/a/item/101460/,269kcal,13.6g,20.0g,8.7g,8.6g,0.1g,1.3g
７プレミアムじゃがいものポタージュ,268円（税込289.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/100993/E3EE24AD43DCC52E699EC188C9AB10CA.jpg,https://www.sej.co.jp/products/a/item/100993/,234kcal,4.6g,17.9g,14.5g,12.7g,1.8g,1.8g
とろとろ食感の山芋鉄板,348円（税込375.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103102/4A01974DDA418F4FB20812BC17F007FE.jpg,https://www.sej.co.jp/products/a/item/103102/,175kcal,6.9g,8.7g,17.9g,16.7g,1.2g,1.5g
明太子とポテトのチーズ焼き,380円（税込410.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/105230/F0BDF0FEB1C45CA519FE8BA642EAC320.jpg,https://www.sej.co.jp/products/a/item/105230/,307kcal,11.2g,16.7g,29.4g,26.5g,2.9g,2.8g
静岡県産わさびで食べる炭火焼鳥,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/100665/27865314D61794D5872E908AB9569A4B.jpg,https://www.sej.co.jp/products/a/item/100665/,232kcal,31.2g,11.5g,0.8g,0.8g,0.0g,2.2g
炭火焼ねぎ塩ホルモン,390円（税込421.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/104263/39C3E4C6175E554A8A1B0625B7FC7111.jpg,https://www.sej.co.jp/products/a/item/104263/,309kcal,25.4g,21.1g,4.3g,4.3g,0.0g,3.8g
７プレミアムさばの味噌煮,368円（税込397.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101909/873F40034EA40FC55CB10B69AF26372B.jpg,https://www.sej.co.jp/products/a/item/101909/,290kcal,13.4g,22.2g,9.5g,8.7g,0.8g,1.5g
和風だしのふわふわ玉子スープ,278円（税込300.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103230/1DF6BD63BEAB7F262132FF38C0EC14DA.jpg,https://www.sej.co.jp/products/a/item/103230/,85kcal,9.4g,3.9g,3.1g,2.8g,0.3g,2.2g
旨み味わうやわらか肉焼売,298円（税込321.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103173/32CB6FC814EEF51B63ED88A929DADBF7.jpg,https://www.sej.co.jp/products/a/item/103173/,300kcal,14.1g,15.9g,26.1g,23.9g,2.2g,2.1g
炭火焼鳥しお（別添わさび）,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/107198/63FA860DEF7D3AD8C50B90F463B57E47.jpg,https://www.sej.co.jp/products/a/item/107198/,271kcal,30.4g,15.4g,2.7g,2.6g,0.1g,2.5g
明太子とポテトのチーズ焼き,380円（税込410.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101272/A070D14CCC13239CBA196EC67B6BFAEB.jpg,https://www.sej.co.jp/products/a/item/101272/,352kcal,14.6g,20.5g,28.8g,25.6g,3.2g,2.3g
７プレミアムにんにく醤油味,158円（税込170.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103646/6F7F5B598EEF0C3FB6B51D67360069EC.jpg,https://www.sej.co.jp/products/a/item/103646/,48kcal,3.0g,0.0g,9.1g,6.7g,2.4g,2.4g
豚汁西京味噌使用,358円（税込386.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101527/4D66CB78DA56E89498D9A6A24C4FBBD0.jpg,https://www.sej.co.jp/products/a/item/101527/,163kcal,10.9g,7.9g,14.1g,10.0g,4.1g,2.2g
スパイシーチリトマトポテト＆ソーセージ,358円（税込386.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103126/1580512DF3B7A6643DDCA92AFC1526EF.jpg,https://www.sej.co.jp/products/a/item/103126/,276kcal,11.5g,13.6g,30.6g,23.2g,7.4g,3.6g
７プレミアムタン塩焼き,328円（税込354.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101314/FB02542CE368462605DE03D74696C7B3.jpg,https://www.sej.co.jp/products/a/item/101314/,162kcal,13.7g,9.7g,4.9g,4.8g,0.1g,2.1g
ケイジャンチキン,368円（税込397.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/100594/B6BC082F169BC335D1A545AC98E63DEB.jpg,https://www.sej.co.jp/products/a/item/100594/,364kcal,32.7g,19.6g,15.7g,12.9g,2.8g,2.9g
鉄板で焼いたにらチヂミ,368円（税込397.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/107204/C3FF12D4589DFEE308210D21E36D1063.jpg,https://www.sej.co.jp/products/a/item/107204/,385kcal,11.0g,13.3g,57.2g,53.6g,3.6g,3.5g
おつまみ鶏カラ＆ソーセージ,468円（税込505.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103057/71CF0BBA6824C8048EA34A0D1A204941.jpg,https://www.sej.co.jp/products/a/item/103057/,408kcal,14.8g,25.7g,30.9g,28.0g,2.9g,2.6g
７プレミアム黒豆,168円（税込181.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/100429/91CDB2675F8834846316C3CA36277EA7.jpg,https://www.sej.co.jp/products/a/item/100429/,106kcal,4.5g,2.2g,19.5g,14.8g,4.7g,0.3g
栃尾の油揚げねぎ・生姜,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103007/E27B3B1254E611A6F8FFDAE3C51629E0.jpg,https://www.sej.co.jp/products/a/item/103007/,356kcal,31.4g,24.9g,2.6g,0.7g,1.9g,1.3g
７プレミアムおでん,298円（税込321.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/105514/C45A4E67E006BF2EF4E7878BE2C40EF2.jpg,https://www.sej.co.jp/products/a/item/105514/,176kcal,12.6g,6.3g,18.4g,16.0g,2.4g,4g
ねぎ盛り甘口醤油だれの焼もつ,390円（税込421.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/100268/5F855051FDE2D5B35C4C49355EAC467B.jpg,https://www.sej.co.jp/products/a/item/100268/,299kcal,17.0g,18.3g,17.0g,16.1g,0.9g,2.4g
こんにゃく麺で食べる辛麺スープ,298円（税込321.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102867/2A69CEED5FFBABA34FA765032FD58A8F.jpg,https://www.sej.co.jp/products/a/item/102867/,164kcal,12.2g,7.8g,13.1g,9.5g,3.6g,3.6g
たんぱく質が摂れるレバニラ,360円（税込388.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102601/1A34A94430FD99D8531C791D2F9E75F4.jpg,https://www.sej.co.jp/products/a/item/102601/,437kcal,35.5g,22.0g,24.6g,23.7g,0.9g,2.4g
７プレミアム銀鮭の塩焼,368円（税込397.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/107406/AEE1B9AEE1AE30CF2220614D6D0DE171.jpg,https://www.sej.co.jp/products/a/item/107406/,149kcal,14.4g,10.1g,0.1g,0.1g,0.0g,1.1g
７プレミアムゴールド骨付き肉３本入金のバターチキンカレー,398円（税込429.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/100428/9BA881696200E644DE1A3623F87C9AAC.jpg,https://www.sej.co.jp/products/a/item/100428/,375kcal,24.7g,25.1g,14.7g,10.6g,4.1g,2.1g
７プレミアム旨辛牛すじ煮込み,238円（税込257.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/105479/C478DEE0C9E75A9B90B5F70F5BA9F65A.jpg,https://www.sej.co.jp/products/a/item/105479/,154kcal,13.2g,9.3g,4.9g,3.8g,1.1g,1.3g
７プレミアム焼きからふとししゃも,258円（税込278.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101831/94D4B3F5A6BD261B9CFE4D1A76BA8AA3.jpg,https://www.sej.co.jp/products/a/item/101831/,130kcal,11.5g,8.9g,1.1g,0.9g,0.2g,0.9g
チキンステーキガーリックぺッパー,450円（税込486円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/107431/20F72065E09848BAAB9E645A956EE9C7.jpg,https://www.sej.co.jp/products/a/item/107431/,463kcal,33.6g,19.1g,40.6g,37.8g,2.8g,4g
たんぱく質が摂れる砂肝の黒胡椒焼き,350円（税込378円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102325/BAB65AB745965E9B60BDD7D0E198CED9.jpg,https://www.sej.co.jp/products/a/item/102325/,151kcal,29.9g,3.2g,0.9g,0.3g,0.6g,1.7g
和風玉葱ソースのハンバーグ,390円（税込421.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103045/7939F16FD0525881A470700597C2581C.jpg,https://www.sej.co.jp/products/a/item/103045/,397kcal,17.1g,19.3g,40.5g,36.9g,3.6g,3.9g
揚げだし豆腐,358円（税込386.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/105000/BCAE8590D0F149FE84DF6951A8DC65F6.jpg,https://www.sej.co.jp/products/a/item/105000/,217kcal,15.0g,11.2g,14.7g,13.5g,1.2g,2.2g
１／３日分の野菜もっちり餃子スープ,328円（税込354.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102722/0797FBB788E6256A1E4FDD8E9B028D4E.jpg,https://www.sej.co.jp/products/a/item/102722/,162kcal,11.0g,7.3g,15.7g,10.4g,5.3g,3.7g
野菜とソーセージの具だくさんポトフ,400円（税込432円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101468/7583F5C6C6E00F557DD6F16D6158B679.jpg,https://www.sej.co.jp/products/a/item/101468/,211kcal,12.8g,7.5g,25.2g,21.1g,4.1g,4g
ゴーヤーチャンプルー,358円（税込386.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102686/09ACB80D0B540250CAD7D6473FA68EB6.jpg,https://www.sej.co.jp/products/a/item/102686/,228kcal,16.2g,16.4g,5.4g,2.2g,3.2g,2.4g
１０品目具材の豚汁（加賀みそ使用）,328円（税込354.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/105019/4C2E04E70D89D40C5B85512294038460.jpg,https://www.sej.co.jp/products/a/item/105019/,148kcal,9.4g,7.0g,13.8g,10.0g,3.8g,2.5g
７プレミアム甘酢肉だんご,248円（税込267.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101830/994084FEA9D8AB08B784B7EEFF30E58D.jpg,https://www.sej.co.jp/products/a/item/101830/,281kcal,13.4g,13.4g,28.4g,24.9g,3.5g,2.6g
冷やっこセット（醤油たれ付）,188円（税込203.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102110/BB2819A71ACFCB977AD0CB64D57C3AFA.jpg,https://www.sej.co.jp/products/a/item/102110/,129kcal,11.6g,5.8g,7.8g,7.2g,0.6g,1.1g
たんぱく質が摂れる国産砂ずりの黒胡椒焼き,338円（税込365.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102628/A00BF98BD75D4DD9DB47E1BE4FDD7CA1.jpg,https://www.sej.co.jp/products/a/item/102628/,175kcal,31.5g,4.9g,1.5g,0.8g,0.7g,2.2g
じゃがバター＆ソーセージ,350円（税込378円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/105859/38EB29E48D1F9EE08B682107545ACD50.jpg,https://www.sej.co.jp/products/a/item/105859/,367kcal,7.6g,19.9g,41.7g,37.2g,4.5g,2.4g
ふわっと鶏だし香る茶碗蒸し,328円（税込354.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/107345/60E521B3DC84C6321B8E96DF2A691F5B.jpg,https://www.sej.co.jp/products/a/item/107345/,100kcal,13.2g,3.8g,3.6g,3.0g,0.6g,2.3g
７プレミアムらっきょう,108円（税込116.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102792/A0A628E79A939A8579194E8683CF5FE0.jpg,https://www.sej.co.jp/products/a/item/102792/,88kcal,0.5g,0.2g,22.6g,19.3g,3.3g,1.8g
炭火焼き道産ホルモン（ハツ・レバー入り）,370円（税込399.60円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101705/B7B26ADDA794E1CCA2D3B1D74104EFEC.jpg,https://www.sej.co.jp/products/a/item/101705/,290kcal,32.7g,16.7g,2.4g,1.8g,0.6g,4.2g
ソーセージとポテトのマヨネーズ焼き,380円（税込410.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/100760/26CC8084FB77ED8722F969BEC1B48DF8.jpg,https://www.sej.co.jp/products/a/item/100760/,617kcal,13.1g,52.5g,24.5g,21.5g,3.0g,2g
こんにゃく麺で食べるトマト辛麺スープ,328円（税込354.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/100042/5B44075EE8755C738265160BA748A195.jpg,https://www.sej.co.jp/products/a/item/100042/,149kcal,10.5g,6.8g,13.4g,9.7g,3.7g,3.5g
鶏むね肉の大葉焼鳥梅だれ,368円（税込397.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101073/63B2CBBDFDE7B7B9D59AB4AA3F5D4033.jpg,https://www.sej.co.jp/products/a/item/101073/,174kcal,30.5g,4.6g,2.7g,2.5g,0.2g,2.4g
黒胡椒香るたんぱく質が摂れる参鶏湯,358円（税込386.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/102115/814BD8F00CDA49B3D8AED7FB1CEFFBA1.jpg,https://www.sej.co.jp/products/a/item/102115/,262kcal,25.6g,10.4g,17.4g,15.7g,1.7g,3g
７プレミアムさばの味噌煮,368円（税込397.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103115/141DA2A88CDC1C91DBBDFC01BD4654D4.jpg,https://www.sej.co.jp/products/a/item/103115/,290kcal,13.4g,22.2g,9.5g,8.7g,0.8g,1.5g
焼き餃子,298円（税込321.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/103085/D1BF9B0AC2B15C5CFE948D4731BFFFBE.jpg,https://www.sej.co.jp/products/a/item/103085/,380kcal,12.6g,19.3g,40.3g,37.8g,2.5g,2.4g
国産大豆使用冷奴セット,138円（税込149.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/107355/3B7ABD34F0037EBF281B7516330E7E19.jpg,https://www.sej.co.jp/products/a/item/107355/,116kcal,10.1g,6.9g,3.7g,2.9g,0.8g,0.68g
三陸産わかめたっぷりうま塩わかめスープ,298円（税込321.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/101311/D6BAB543F6B6C8F84383EA7DFC40DE39.jpg,https://www.sej.co.jp/products/a/item/101311/,87kcal,7.3g,3.5g,7.5g,5.5g,2.0g,3.5g
炭火焼き鳥もも３本・皮２本入り,580円（税込626.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/100032/66795708402BB738AE6A2416EB24B7D3.jpg,https://www.sej.co.jp/products/a/item/100032/,391kcal,31.0g,27.3g,5.3g,5.1g,0.2g,2.5g
